list_place,list_date_time,detail_plaats,detail_datum,stance,language
Nijmegen ,08 oktober 2025 (13:52),Nijmegen,8 oktober 2025,Against,Other
Den Haag,08 oktober 2025 (13:48),Den Haag,8 oktober 2025,Against,Other
Delft ,08 oktober 2025 (13:46),Delft,8 oktober 2025,Against,Other
Amsterdam,08 oktober 2025 (13:41),Amsterdam,8 oktober 2025,Against,Other
Lelystad,08 oktober 2025 (13:14),Lelystad,8 oktober 2025,Against,Other
Amsterdam,08 oktober 2025 (12:03),Amsterdam,8 oktober 2025,Against,Other
Arnhem,08 oktober 2025 (11:58),Arnhem,8 oktober 2025,Against,Other
Eindhoven,08 oktober 2025 (11:29),Eindhoven,8 oktober 2025,Against,Other
Veenendaal,08 oktober 2025 (11:15),Veenendaal,8 oktober 2025,Against,Other
Rotterdam,08 oktober 2025 (11:13),Rotterdam,8 oktober 2025,Against,Other
"Haarlem, """,08 oktober 2025 (11:11),"Haarlem, """,8 oktober 2025,Against,Other
Amsterdam,08 oktober 2025 (10:32),Amsterdam,8 oktober 2025,Against,Other
Haarlem ,08 oktober 2025 (10:07),Haarlem,8 oktober 2025,Against,Other
Amsterdam,08 oktober 2025 (10:07),Amsterdam,8 oktober 2025,Against,Other
Losser,08 oktober 2025 (09:59),Losser,8 oktober 2025,Against,Other
North Holland,08 oktober 2025 (09:46),North Holland,8 oktober 2025,Against,Other
Nieuwegein,08 oktober 2025 (09:45),Nieuwegein,8 oktober 2025,Against,Other
Alkmaar,08 oktober 2025 (09:21),Alkmaar,8 oktober 2025,Against,Other
Leiden ,08 oktober 2025 (09:13),Leiden,8 oktober 2025,Against,Other
WASSENAAR,08 oktober 2025 (09:01),WASSENAAR,8 oktober 2025,Against,Other
"Heerhugowaard, NL",08 oktober 2025 (08:59),"Heerhugowaard, NL",8 oktober 2025,Against,Other
Haarlem,08 oktober 2025 (08:57),Haarlem,8 oktober 2025,Against,Other
Aalsmeer,08 oktober 2025 (08:34),Aalsmeer,8 oktober 2025,For,Other
Zaandam,08 oktober 2025 (08:34),Zaandam,8 oktober 2025,For,Other
Haarlem,08 oktober 2025 (08:22),Haarlem,8 oktober 2025,For,Other
Waddinxveen,08 oktober 2025 (08:17),Waddinxveen,8 oktober 2025,For,Other
‘s-Gravenhage,08 oktober 2025 (08:08),‘s-Gravenhage,8 oktober 2025,For,Other
Den haag,08 oktober 2025 (07:51),Den haag,8 oktober 2025,For,Other
Eindhoven,08 oktober 2025 (07:36),Eindhoven,8 oktober 2025,For,Other
Amstelveen,08 oktober 2025 (05:27),Amstelveen,8 oktober 2025,For,Other
Amstelveen ,08 oktober 2025 (05:04),Amstelveen,8 oktober 2025,For,Other
Drenthe,08 oktober 2025 (02:18),Drenthe,8 oktober 2025,For,Other
Amsterdam,08 oktober 2025 (00:56),Amsterdam,8 oktober 2025,For,Other
Amsterdam,08 oktober 2025 (00:53),Amsterdam,8 oktober 2025,For,Other
Duiven,08 oktober 2025 (00:28),Duiven,8 oktober 2025,For,Other
ROTTERDAM,08 oktober 2025 (00:12),ROTTERDAM,8 oktober 2025,For,Other
Den Haag,08 oktober 2025 (00:05),Den Haag,8 oktober 2025,For,Other
Zutphen,07 oktober 2025 (23:00),Zutphen,7 oktober 2025,For,Other
Amsterdam,07 oktober 2025 (22:58),Amsterdam,7 oktober 2025,For,Other
Brummen,07 oktober 2025 (22:33),Brummen,7 oktober 2025,For,Other
Spain,07 oktober 2025 (22:25),Spain,7 oktober 2025,For,Other
Amsterdam ,07 oktober 2025 (22:25),Amsterdam,7 oktober 2025,For,Other
Haarlem ,07 oktober 2025 (22:22),Haarlem,7 oktober 2025,Against,Other
Groningen,07 oktober 2025 (22:15),Groningen,7 oktober 2025,Against,Other
Eindhoven ,07 oktober 2025 (22:14),Eindhoven,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (22:13),Amsterdam,7 oktober 2025,Against,Other
Amersfoort ,07 oktober 2025 (22:12),Amersfoort,7 oktober 2025,Against,Other
Hoofddorp ,07 oktober 2025 (22:08),Hoofddorp,7 oktober 2025,Against,Other
Leiden ,07 oktober 2025 (22:01),Leiden,7 oktober 2025,Against,Other
Groningen,07 oktober 2025 (21:50),Groningen,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (21:42),Amsterdam,7 oktober 2025,Against,Other
Utrecht,07 oktober 2025 (21:36),Utrecht,7 oktober 2025,Against,Other
Haarlem,07 oktober 2025 (21:29),Haarlem,7 oktober 2025,Against,Other
Utrecht,07 oktober 2025 (21:15),Utrecht,7 oktober 2025,Against,Other
Hendrik Ido Ambacht,07 oktober 2025 (21:14),Hendrik Ido Ambacht,7 oktober 2025,Against,Other
Woerden,07 oktober 2025 (20:48),Woerden,7 oktober 2025,Against,Other
Utrecht,07 oktober 2025 (20:30),Utrecht,7 oktober 2025,Against,Other
Amsterdam ,07 oktober 2025 (20:21),Amsterdam,7 oktober 2025,Against,Other
Amsterdam ,07 oktober 2025 (20:11),Amsterdam,7 oktober 2025,Against,Other
Maarssen,07 oktober 2025 (20:00),Maarssen,7 oktober 2025,Against,Other
Rijswijk,07 oktober 2025 (19:57),Rijswijk,7 oktober 2025,Against,Other
Eindhoven,07 oktober 2025 (19:51),Eindhoven,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (19:42),Amsterdam,7 oktober 2025,Against,Other
Hengelo ,07 oktober 2025 (19:39),Hengelo,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (19:33),Amsterdam,7 oktober 2025,Against,Other
Den Bosch ,07 oktober 2025 (19:12),Den Bosch,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (19:07),Amsterdam,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (19:05),Amsterdam,7 oktober 2025,Against,Other
Enschede,07 oktober 2025 (18:59),Enschede,7 oktober 2025,Against,Other
Helmond,07 oktober 2025 (18:35),Helmond,7 oktober 2025,Against,Other
Amstelveen,07 oktober 2025 (18:35),Amstelveen,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (18:24),Amsterdam,7 oktober 2025,Against,Other
Haarlem,07 oktober 2025 (18:19),Haarlem,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (18:07),Amsterdam,7 oktober 2025,Against,Other
The Hague,07 oktober 2025 (18:05),The Hague,7 oktober 2025,Against,Other
Almere,07 oktober 2025 (18:03),Almere,7 oktober 2025,Against,Other
Hilversum,07 oktober 2025 (17:57),Hilversum,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (17:55),Amsterdam,7 oktober 2025,Against,Other
Hilversum,07 oktober 2025 (17:35),Hilversum,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (17:34),Amsterdam,7 oktober 2025,Against,Other
Den Haag,07 oktober 2025 (17:32),Den Haag,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (17:15),Amsterdam,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (17:14),Amsterdam,7 oktober 2025,For,Other
Bunschoten-Spakenburg,07 oktober 2025 (17:06),Bunschoten-Spakenburg,7 oktober 2025,For,Other
Drachten,07 oktober 2025 (16:48),Drachten,7 oktober 2025,For,Other
Drachten,07 oktober 2025 (16:47),Drachten,7 oktober 2025,For,Other
Utrecht,07 oktober 2025 (16:45),Utrecht,7 oktober 2025,For,Other
Bunschoten-Spakenburg,07 oktober 2025 (16:44),Bunschoten-Spakenburg,7 oktober 2025,For,Other
Eindhoven,07 oktober 2025 (16:28),Eindhoven,7 oktober 2025,For,Other
Den Haag,07 oktober 2025 (16:15),Den Haag,7 oktober 2025,For,Other
Amstelveen,07 oktober 2025 (16:08),Amstelveen,7 oktober 2025,For,English
Enschede ,07 oktober 2025 (16:07),Enschede,7 oktober 2025,For,English
Leiden,07 oktober 2025 (16:06),Leiden,7 oktober 2025,For,English
Den Haag,07 oktober 2025 (15:52),Den Haag,7 oktober 2025,For,English
Amsterdam,07 oktober 2025 (15:48),Amsterdam,7 oktober 2025,For,English
Deventer,07 oktober 2025 (15:33),Deventer,7 oktober 2025,Against,English
Almere,07 oktober 2025 (15:30),Almere,7 oktober 2025,For,English
Den Haag,07 oktober 2025 (15:27),Den Haag,7 oktober 2025,For,English
The Hague,07 oktober 2025 (15:18),The Hague,7 oktober 2025,For,English
Haarlem ,07 oktober 2025 (15:02),Haarlem,7 oktober 2025,For,English
Weert,07 oktober 2025 (15:02),Weert,7 oktober 2025,For,English
Hoofddorp,07 oktober 2025 (14:53),Hoofddorp,7 oktober 2025,For,English
Amsterdam,07 oktober 2025 (14:52),Amsterdam,7 oktober 2025,For,English
Nieuwegein,07 oktober 2025 (14:49),Nieuwegein,7 oktober 2025,For,English
Leek,07 oktober 2025 (14:37),Leek,7 oktober 2025,For,English
Den Bosch,07 oktober 2025 (14:28),Den Bosch,7 oktober 2025,For,English
Rotterdam ,07 oktober 2025 (14:26),Rotterdam,7 oktober 2025,For,English
Hoofddorp,07 oktober 2025 (14:10),Hoofddorp,7 oktober 2025,For,English
Enschede,07 oktober 2025 (14:09),Enschede,7 oktober 2025,For,English
Rijswijk,07 oktober 2025 (13:49),Rijswijk,7 oktober 2025,For,English
eindhoven,07 oktober 2025 (13:49),eindhoven,7 oktober 2025,For,English
Sittard ,07 oktober 2025 (13:43),Sittard,7 oktober 2025,For,English
Oude Wetering,07 oktober 2025 (13:38),Oude Wetering,7 oktober 2025,For,English
Breda,07 oktober 2025 (13:30),Breda,7 oktober 2025,Against,English
Rotterdam,07 oktober 2025 (13:25),Rotterdam,7 oktober 2025,For,English
Netherlands,07 oktober 2025 (13:19),Netherlands,7 oktober 2025,For,English
Zaandam,07 oktober 2025 (13:11),Zaandam,7 oktober 2025,For,English
Amsterdam ,07 oktober 2025 (13:10),Amsterdam,7 oktober 2025,For,English
Amsterdam,07 oktober 2025 (13:09),Amsterdam,7 oktober 2025,For,English
Zaandam,07 oktober 2025 (13:08),Zaandam,7 oktober 2025,For,English
Amsterdam,07 oktober 2025 (12:50),Amsterdam,7 oktober 2025,For,English
Amsterdam,07 oktober 2025 (12:45),Amsterdam,7 oktober 2025,For,English
Veldhoven ,07 oktober 2025 (12:30),Veldhoven,7 oktober 2025,Against,English
Amsterdam,07 oktober 2025 (12:29),Amsterdam,7 oktober 2025,Against,English
Almere,07 oktober 2025 (12:07),Almere,7 oktober 2025,Against,English
Sittard,07 oktober 2025 (11:10),Sittard,7 oktober 2025,Against,English
Maastricht,07 oktober 2025 (11:03),Maastricht,7 oktober 2025,Against,English
Den Haag,07 oktober 2025 (10:31),Den Haag,7 oktober 2025,Against,English
Eindhoven,07 oktober 2025 (10:06),Eindhoven,7 oktober 2025,Against,English
Rotterdam,07 oktober 2025 (10:05),Rotterdam,7 oktober 2025,Against,English
Amsterdam,07 oktober 2025 (09:59),Amsterdam,7 oktober 2025,Against,Other
Rotterdam,07 oktober 2025 (09:35),Rotterdam,7 oktober 2025,Against,Other
Enschede,07 oktober 2025 (09:24),Enschede,7 oktober 2025,Against,Other
Amsterdam,07 oktober 2025 (09:16),Amsterdam,7 oktober 2025,Against,Other
Netherlands ,07 oktober 2025 (03:58),Netherlands,7 oktober 2025,Against,Other
Enschede,07 oktober 2025 (03:48),Enschede,7 oktober 2025,Against,Other
Rotterdam,07 oktober 2025 (01:15),Rotterdam,7 oktober 2025,Against,Other
Rotterdam,07 oktober 2025 (00:55),Rotterdam,7 oktober 2025,Against,Other
Amstelveen ,07 oktober 2025 (00:18),Amstelveen,7 oktober 2025,Against,Other
Helmond,07 oktober 2025 (00:12),Helmond,7 oktober 2025,Against,Other
Leiden,07 oktober 2025 (00:02),Leiden,7 oktober 2025,Against,Other
Helmond ,07 oktober 2025 (00:01),Helmond,7 oktober 2025,Against,Other
Helmond,07 oktober 2025 (00:00),Helmond,7 oktober 2025,For,Other
Helmond,06 oktober 2025 (23:58),Helmond,6 oktober 2025,For,Other
Eindhoven,06 oktober 2025 (23:53),Eindhoven,6 oktober 2025,For,Other
Uithoorn,06 oktober 2025 (23:30),Uithoorn,6 oktober 2025,For,Other
Geldermalsen,06 oktober 2025 (22:50),Geldermalsen,6 oktober 2025,For,Other
Amsterdam,06 oktober 2025 (22:22),Amsterdam,6 oktober 2025,For,Other
Almere,06 oktober 2025 (22:21),Almere,6 oktober 2025,For,Other
Brabant,06 oktober 2025 (22:15),Brabant,6 oktober 2025,For,Other
Doetinchem ,06 oktober 2025 (22:11),Doetinchem,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (22:07),Amsterdam,6 oktober 2025,For,English
Utrecht,06 oktober 2025 (22:07),Utrecht,6 oktober 2025,For,English
Someren ,06 oktober 2025 (21:57),Someren,6 oktober 2025,For,English
Someren,06 oktober 2025 (21:57),Someren,6 oktober 2025,For,English
Den Haag,06 oktober 2025 (21:52),Den Haag,6 oktober 2025,For,English
Maastricht ,06 oktober 2025 (21:50),Maastricht,6 oktober 2025,For,English
Geleen,06 oktober 2025 (21:38),Geleen,6 oktober 2025,Against,English
Eindhoven,06 oktober 2025 (21:34),Eindhoven,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (21:32),Amsterdam,6 oktober 2025,For,English
Breda,06 oktober 2025 (21:28),Breda,6 oktober 2025,For,English
Boxtel,06 oktober 2025 (21:27),Boxtel,6 oktober 2025,For,English
Eindhoven,06 oktober 2025 (21:00),Eindhoven,6 oktober 2025,Against,English
Eindhoven,06 oktober 2025 (21:00),Eindhoven,6 oktober 2025,Against,English
Amersfoort,06 oktober 2025 (20:57),Amersfoort,6 oktober 2025,Against,English
"Rotterdam, Netherlands",06 oktober 2025 (20:44),"Rotterdam, Netherlands",6 oktober 2025,Against,English
Arnhem ,06 oktober 2025 (20:34),Arnhem,6 oktober 2025,Against,English
Nieuw-Vennep,06 oktober 2025 (20:22),Nieuw-Vennep,6 oktober 2025,Against,English
ALMERE,06 oktober 2025 (19:03),ALMERE,6 oktober 2025,Against,English
Duizel,06 oktober 2025 (18:00),Duizel,6 oktober 2025,Against,English
Naarden,06 oktober 2025 (16:49),Naarden,6 oktober 2025,Against,Other
Maarssen,06 oktober 2025 (14:13),Maarssen,6 oktober 2025,Against,Other
Schijndel,05 oktober 2025 (19:27),Schijndel,5 oktober 2025,Against,Other
Geldrop ,04 oktober 2025 (08:29),Geldrop,4 oktober 2025,Against,Other
Rotterdam,03 oktober 2025 (13:22),Rotterdam,3 oktober 2025,Against,Other
Purmerend,01 oktober 2025 (23:47),Purmerend,1 oktober 2025,Against,Other
Capelle ,01 oktober 2025 (12:11),Capelle,1 oktober 2025,Against,Other
Rotterdam,30 september 2025 (22:29),Rotterdam,30 september 2025,Against,Other
Amsterdam,30 september 2025 (14:43),Amsterdam,30 september 2025,Against,Other
Aalsmeer,10 oktober 2025 (10:48),Aalsmeer,10 oktober 2025,Against,Other
Etten-Leur,10 oktober 2025 (10:15),Etten-Leur,10 oktober 2025,Against,Other
"Haarlem, """,10 oktober 2025 (10:07),"Haarlem, """,10 oktober 2025,Against,Other
Lelystad ,10 oktober 2025 (08:07),Lelystad,10 oktober 2025,For,Other
Julianadorp ,10 oktober 2025 (00:51),Julianadorp,10 oktober 2025,Against,Other
Breda,09 oktober 2025 (23:27),Breda,9 oktober 2025,For,Other
Sittard,09 oktober 2025 (22:48),Sittard,9 oktober 2025,For,Other
"Maastricht, """,09 oktober 2025 (22:21),"Maastricht, """,9 oktober 2025,For,Other
Utrecht,09 oktober 2025 (22:17),Utrecht,9 oktober 2025,For,Other
Utrecht,09 oktober 2025 (22:08),Utrecht,9 oktober 2025,For,Other
Nieuwegein,09 oktober 2025 (21:54),Nieuwegein,9 oktober 2025,For,Other
Rotterdam,09 oktober 2025 (21:52),Rotterdam,9 oktober 2025,Against,English
Arnhem,09 oktober 2025 (21:49),Arnhem,9 oktober 2025,For,English
Amsterdam,09 oktober 2025 (21:42),Amsterdam,9 oktober 2025,For,English
Amsterdam,09 oktober 2025 (21:37),Amsterdam,9 oktober 2025,For,English
Einhoven,09 oktober 2025 (21:36),Einhoven,9 oktober 2025,For,English
Maastricht,09 oktober 2025 (21:32),Maastricht,9 oktober 2025,For,English
Rotterdam,09 oktober 2025 (21:22),Rotterdam,9 oktober 2025,For,English
Nijmegen,09 oktober 2025 (21:20),Nijmegen,9 oktober 2025,For,English
Arnhem,09 oktober 2025 (21:20),Arnhem,9 oktober 2025,For,English
Amsterdam,09 oktober 2025 (21:04),Amsterdam,9 oktober 2025,For,English
Utrecht,09 oktober 2025 (20:48),Utrecht,9 oktober 2025,For,English
Amstelveen,09 oktober 2025 (20:35),Amstelveen,9 oktober 2025,For,English
Haarlem,09 oktober 2025 (19:35),Haarlem,9 oktober 2025,Against,English
Leusden,09 oktober 2025 (19:08),Leusden,9 oktober 2025,Against,English
Nijkerk,09 oktober 2025 (18:45),Nijkerk,9 oktober 2025,Against,English
Oss,09 oktober 2025 (18:25),Oss,9 oktober 2025,Against,English
Hoorn,09 oktober 2025 (18:14),Hoorn,9 oktober 2025,Against,English
Leusden,09 oktober 2025 (18:11),Leusden,9 oktober 2025,Against,English
Netherlands,09 oktober 2025 (18:03),Netherlands,9 oktober 2025,Against,English
Amstelveen.,09 oktober 2025 (17:57),Amstelveen.,9 oktober 2025,Against,English
Amsterdam,09 oktober 2025 (17:43),Amsterdam,9 oktober 2025,Against,Other
Burlington,09 oktober 2025 (17:41),Burlington,9 oktober 2025,Against,Other
Weesp,09 oktober 2025 (17:38),Weesp,9 oktober 2025,Against,Other
Breukelen ,09 oktober 2025 (17:38),Breukelen,9 oktober 2025,Against,Other
Hoorn,09 oktober 2025 (17:38),Hoorn,9 oktober 2025,Against,Other
Lelystad,09 oktober 2025 (17:14),Lelystad,9 oktober 2025,Against,Other
Amsterdam,09 oktober 2025 (16:55),Amsterdam,9 oktober 2025,Against,Other
Amsterdam,09 oktober 2025 (16:54),Amsterdam,9 oktober 2025,Against,Other
Eindhoven,09 oktober 2025 (16:38),Eindhoven,9 oktober 2025,Against,Other
Uithoorn,09 oktober 2025 (16:36),Uithoorn,9 oktober 2025,Against,Other
Almere,09 oktober 2025 (16:18),Almere,9 oktober 2025,Against,Other
Heemstede ,09 oktober 2025 (15:46),Heemstede,9 oktober 2025,Against,Other
The Hague,09 oktober 2025 (15:40),The Hague,9 oktober 2025,Against,Other
Amsterdam,09 oktober 2025 (15:34),Amsterdam,9 oktober 2025,Against,Other
"Splijtbakweg 115, 1333 HJ Almere",09 oktober 2025 (15:09),"Splijtbakweg 115, 1333 HJ Almere",9 oktober 2025,Against,Other
Amsterdam,09 oktober 2025 (15:01),Amsterdam,9 oktober 2025,Against,Other
Eindhoven,09 oktober 2025 (14:41),Eindhoven,9 oktober 2025,Against,Other
Utrecht,09 oktober 2025 (14:03),Utrecht,9 oktober 2025,Against,Other
Demeern ,09 oktober 2025 (13:45),Demeern,9 oktober 2025,Against,Other
Eindhoven ,09 oktober 2025 (13:19),Eindhoven,9 oktober 2025,Against,Other
Amstelveen,09 oktober 2025 (13:08),Amstelveen,9 oktober 2025,Against,Other
"Rozenburg, Zuid-Holland",09 oktober 2025 (13:06),"Rozenburg, Zuid-Holland",9 oktober 2025,Against,Other
Eindhoven,09 oktober 2025 (12:56),Eindhoven,9 oktober 2025,Against,Other
Netherlands,09 oktober 2025 (12:37),Netherlands,9 oktober 2025,Against,Other
Eindhoven,09 oktober 2025 (11:48),Eindhoven,9 oktober 2025,Against,Other
Groningen,09 oktober 2025 (11:44),Groningen,9 oktober 2025,Against,Other
Hilversum,09 oktober 2025 (11:31),Hilversum,9 oktober 2025,Against,Other
HOOFDDORP,09 oktober 2025 (11:22),HOOFDDORP,9 oktober 2025,Against,Other
Eindhoven,09 oktober 2025 (11:12),Eindhoven,9 oktober 2025,Against,Other
Aalsmeer ,09 oktober 2025 (11:08),Aalsmeer,9 oktober 2025,Against,Other
Utrecht ,09 oktober 2025 (11:05),Utrecht,9 oktober 2025,Against,Other
Amsterdam,09 oktober 2025 (10:56),Amsterdam,9 oktober 2025,Against,Other
Amstelveen,09 oktober 2025 (09:53),Amstelveen,9 oktober 2025,For,Other
Amsterdam,09 oktober 2025 (09:52),Amsterdam,9 oktober 2025,For,Other
Haarlem ,09 oktober 2025 (09:51),Haarlem,9 oktober 2025,For,Other
Delft,09 oktober 2025 (09:04),Delft,9 oktober 2025,For,Other
Utrecht,09 oktober 2025 (08:56),Utrecht,9 oktober 2025,For,Other
Nederlands,09 oktober 2025 (08:36),Nederlands,9 oktober 2025,For,Other
Amsterdam,09 oktober 2025 (08:20),Amsterdam,9 oktober 2025,For,Other
Hilversum,09 oktober 2025 (06:27),Hilversum,9 oktober 2025,For,Other
Zutphen,09 oktober 2025 (00:10),Zutphen,9 oktober 2025,For,Other
Eindhoven,09 oktober 2025 (00:09),Eindhoven,9 oktober 2025,For,Other
Maarssen,08 oktober 2025 (23:28),Maarssen,8 oktober 2025,For,Other
Ijmuiden ,08 oktober 2025 (23:13),Ijmuiden,8 oktober 2025,For,Other
Eindhoven ,08 oktober 2025 (23:00),Eindhoven,8 oktober 2025,For,Other
Sittard,08 oktober 2025 (22:40),Sittard,8 oktober 2025,Against,Other
Amstelveen,08 oktober 2025 (22:35),Amstelveen,8 oktober 2025,For,Other
Utrecht,08 oktober 2025 (22:08),Utrecht,8 oktober 2025,For,Other
Vlissingen ,08 oktober 2025 (21:38),Vlissingen,8 oktober 2025,For,Other
Almere,08 oktober 2025 (21:36),Almere,8 oktober 2025,For,Other
Zevenhuizen ,08 oktober 2025 (21:19),Zevenhuizen,8 oktober 2025,For,Other
Maarssen,08 oktober 2025 (21:19),Maarssen,8 oktober 2025,For,Other
Almere,08 oktober 2025 (20:56),Almere,8 oktober 2025,Against,Other
Rotterdam,08 oktober 2025 (20:21),Rotterdam,8 oktober 2025,Against,Other
Almere,08 oktober 2025 (19:35),Almere,8 oktober 2025,Against,Other
Eindhoven ,08 oktober 2025 (18:46),Eindhoven,8 oktober 2025,Against,Other
Utrecht,08 oktober 2025 (17:14),Utrecht,8 oktober 2025,Against,Other
Rotterdam,08 oktober 2025 (09:08),Rotterdam,8 oktober 2025,Against,Other
Purmerend ,07 oktober 2025 (20:56),Purmerend,7 oktober 2025,Against,Other
Heemskerk,06 oktober 2025 (14:54),Heemskerk,6 oktober 2025,Against,Other
Utrecht ,04 oktober 2025 (14:35),Utrecht,4 oktober 2025,Against,Other
Utrecht,30 september 2025 (20:31),Utrecht,30 september 2025,Against,Other
Apeldoorn,30 september 2025 (19:25),Apeldoorn,30 september 2025,Against,Other
Lelysad,11 oktober 2025 (11:57),Lelysad,11 oktober 2025,Against,Other
Gorinchem ,11 oktober 2025 (10:06),Gorinchem,11 oktober 2025,Against,Other
Hilversum,11 oktober 2025 (09:45),Hilversum,11 oktober 2025,Against,Other
Eindhoven ,11 oktober 2025 (09:44),Eindhoven,11 oktober 2025,Against,Other
Amsterdam,11 oktober 2025 (09:43),Amsterdam,11 oktober 2025,Against,Other
Amsterdam ,11 oktober 2025 (09:06),Amsterdam,11 oktober 2025,Against,Other
Huizen,11 oktober 2025 (08:45),Huizen,11 oktober 2025,Against,Other
WINTERSWIJK KOTTEN,10 oktober 2025 (21:19),WINTERSWIJK KOTTEN,10 oktober 2025,Against,Other
Overveen,10 oktober 2025 (21:01),Overveen,10 oktober 2025,Against,Other
Zandvoort,10 oktober 2025 (20:12),Zandvoort,10 oktober 2025,Against,Other
Amsterdam,10 oktober 2025 (19:46),Amsterdam,10 oktober 2025,Against,Other
Terneuzen ,10 oktober 2025 (15:38),Terneuzen,10 oktober 2025,Against,Other
Zwolle,10 oktober 2025 (14:11),Zwolle,10 oktober 2025,Against,Other
Amsterdam ,10 oktober 2025 (14:10),Amsterdam,10 oktober 2025,Against,Other
delft,10 oktober 2025 (14:08),delft,10 oktober 2025,Against,Other
Hoorn,10 oktober 2025 (13:22),Hoorn,10 oktober 2025,Against,Other
Amsterdam,10 oktober 2025 (11:40),Amsterdam,10 oktober 2025,Against,Other
