list_place,list_date_time,detail_plaats,detail_datum,stance,language
Rotterdam,04 oktober 2025 (20:14),Rotterdam,4 oktober 2025,For,Other
Amstelveen,04 oktober 2025 (20:11),Amstelveen,4 oktober 2025,For,Other
Eindhoven,04 oktober 2025 (20:10),Eindhoven,4 oktober 2025,For,Other
Amsterdam,04 oktober 2025 (20:05),Amsterdam,4 oktober 2025,For,Other
"Arnhem, """,04 oktober 2025 (19:58),"Arnhem, """,4 oktober 2025,For,Other
Amsterdam,04 oktober 2025 (19:46),Amsterdam,4 oktober 2025,For,Other
Eindhoven,04 oktober 2025 (19:40),Eindhoven,4 oktober 2025,Against,Other
Sittard,04 oktober 2025 (19:38),Sittard,4 oktober 2025,For,Other
Arnhem,04 oktober 2025 (19:29),Arnhem,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (19:29),Eindhoven,4 oktober 2025,For,English
Netherlands,04 oktober 2025 (19:28),Netherlands,4 oktober 2025,For,English
Netherlands,04 oktober 2025 (19:22),Netherlands,4 oktober 2025,For,English
Utrecht,04 oktober 2025 (19:16),Utrecht,4 oktober 2025,For,English
Utrecht,04 oktober 2025 (19:00),Utrecht,4 oktober 2025,For,English
Rotterdam,04 oktober 2025 (18:55),Rotterdam,4 oktober 2025,Against,English
Bathmen,04 oktober 2025 (18:49),Bathmen,4 oktober 2025,For,English
Amsterdam ,04 oktober 2025 (18:34),Amsterdam,4 oktober 2025,For,English
Doorwerth,04 oktober 2025 (18:33),Doorwerth,4 oktober 2025,For,English
Zeist,04 oktober 2025 (18:20),Zeist,4 oktober 2025,For,English
Noordwijk,04 oktober 2025 (18:19),Noordwijk,4 oktober 2025,For,English
Amsterdam ,04 oktober 2025 (18:18),Amsterdam,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (18:12),Eindhoven,4 oktober 2025,For,English
Bunnik,04 oktober 2025 (18:03),Bunnik,4 oktober 2025,For,English
Bussum ,04 oktober 2025 (18:01),Bussum,4 oktober 2025,For,English
The Hague,04 oktober 2025 (18:01),The Hague,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (17:58),Eindhoven,4 oktober 2025,For,English
Wolvega,04 oktober 2025 (17:55),Wolvega,4 oktober 2025,For,English
Arnhem ,04 oktober 2025 (17:53),Arnhem,4 oktober 2025,For,English
Barendrecht ,04 oktober 2025 (17:41),Barendrecht,4 oktober 2025,For,Other
Rijswijk,04 oktober 2025 (17:39),Rijswijk,4 oktober 2025,For,Other
Amsterdam,04 oktober 2025 (17:39),Amsterdam,4 oktober 2025,For,Other
"Amsterdam, the Netherlands",04 oktober 2025 (17:32),"Amsterdam, the Netherlands",4 oktober 2025,For,Other
"Amsterdam, Netherlands",04 oktober 2025 (17:27),"Amsterdam, Netherlands",4 oktober 2025,For,Other
Spijkenisse,04 oktober 2025 (17:23),Spijkenisse,4 oktober 2025,For,Other
Amsterdam,04 oktober 2025 (17:17),Amsterdam,4 oktober 2025,For,Other
Leiden,04 oktober 2025 (17:12),Leiden,4 oktober 2025,For,Other
Amstelveen,04 oktober 2025 (17:10),Amstelveen,4 oktober 2025,For,Other
Hilversum,04 oktober 2025 (17:09),Hilversum,4 oktober 2025,For,Other
Amsrerdam,04 oktober 2025 (17:04),Amsrerdam,4 oktober 2025,For,Other
Utrecht,04 oktober 2025 (17:04),Utrecht,4 oktober 2025,For,Other
Gouda,04 oktober 2025 (17:02),Gouda,4 oktober 2025,Against,Other
De Friesland,04 oktober 2025 (17:01),De Friesland,4 oktober 2025,Against,Other
Delft,04 oktober 2025 (16:55),Delft,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (16:51),Utrecht,4 oktober 2025,Against,Other
Zandvoort,04 oktober 2025 (16:44),Zandvoort,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (16:43),Utrecht,4 oktober 2025,Against,Other
HOORN,04 oktober 2025 (16:43),HOORN,4 oktober 2025,Against,Other
Den Haag,04 oktober 2025 (16:40),Den Haag,4 oktober 2025,Against,Other
Amsterdam,04 oktober 2025 (16:30),Amsterdam,4 oktober 2025,Against,Other
Stadskanaal,04 oktober 2025 (16:20),Stadskanaal,4 oktober 2025,Against,Other
Zandvoort ,04 oktober 2025 (16:17),Zandvoort,4 oktober 2025,Against,Other
Breda,04 oktober 2025 (16:02),Breda,4 oktober 2025,Against,Other
Zaandam,04 oktober 2025 (16:02),Zaandam,4 oktober 2025,Against,Other
Breda,04 oktober 2025 (15:59),Breda,4 oktober 2025,Against,Other
Northbrabant ,04 oktober 2025 (15:53),Northbrabant,4 oktober 2025,Against,Other
Hoofddorp,04 oktober 2025 (15:49),Hoofddorp,4 oktober 2025,Against,Other
Delft,04 oktober 2025 (15:48),Delft,4 oktober 2025,Against,Other
Nijmegen ,04 oktober 2025 (15:48),Nijmegen,4 oktober 2025,Against,Other
Pijnacker,04 oktober 2025 (15:41),Pijnacker,4 oktober 2025,Against,Other
Pierre Lallementstraat 594,04 oktober 2025 (15:40),Pierre Lallementstraat 594,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (15:40),Utrecht,4 oktober 2025,For,Other
Haarlem,04 oktober 2025 (15:37),Haarlem,4 oktober 2025,For,Other
Wessem,04 oktober 2025 (15:35),Wessem,4 oktober 2025,For,Other
Venray,04 oktober 2025 (15:32),Venray,4 oktober 2025,For,Other
Bodegraven ,04 oktober 2025 (15:31),Bodegraven,4 oktober 2025,For,Other
Rotterdam ,04 oktober 2025 (15:30),Rotterdam,4 oktober 2025,For,Other
ZETTEN,04 oktober 2025 (15:08),ZETTEN,4 oktober 2025,For,Other
Heerhugowaard,04 oktober 2025 (15:02),Heerhugowaard,4 oktober 2025,For,Other
Groningen,04 oktober 2025 (14:51),Groningen,4 oktober 2025,For,English
Eindhoven,04 oktober 2025 (14:46),Eindhoven,4 oktober 2025,For,English
Oegstgeest,04 oktober 2025 (14:36),Oegstgeest,4 oktober 2025,For,English
Hilversum,04 oktober 2025 (14:27),Hilversum,4 oktober 2025,For,English
Hoogeveen,04 oktober 2025 (14:17),Hoogeveen,4 oktober 2025,For,English
Veldhoven,04 oktober 2025 (14:14),Veldhoven,4 oktober 2025,For,English
Weesp,04 oktober 2025 (14:11),Weesp,4 oktober 2025,For,English
Limburg,04 oktober 2025 (14:11),Limburg,4 oktober 2025,For,English
Bodegraven ,04 oktober 2025 (14:06),Bodegraven,4 oktober 2025,For,English
Hoogeveen,04 oktober 2025 (14:01),Hoogeveen,4 oktober 2025,For,English
Goirle,04 oktober 2025 (13:58),Goirle,4 oktober 2025,For,English
Alphen aan den Rijn,04 oktober 2025 (13:54),Alphen aan den Rijn,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (13:53),Amsterdam,4 oktober 2025,Against,English
Nieuwegein ,04 oktober 2025 (13:49),Nieuwegein,4 oktober 2025,Against,English
Leeewarden ,04 oktober 2025 (13:37),Leeewarden,4 oktober 2025,Against,English
Leeuwarden ,04 oktober 2025 (13:33),Leeuwarden,4 oktober 2025,Against,English
Rotterdam,04 oktober 2025 (13:27),Rotterdam,4 oktober 2025,Against,English
Den Haag,04 oktober 2025 (13:20),Den Haag,4 oktober 2025,Against,English
Drenthe/gieten,04 oktober 2025 (13:17),Drenthe/gieten,4 oktober 2025,Against,English
Haren Gn,04 oktober 2025 (13:10),Haren Gn,4 oktober 2025,Against,English
Eindhoven ,04 oktober 2025 (13:10),Eindhoven,4 oktober 2025,Against,Other
Steenbergen,04 oktober 2025 (13:09),Steenbergen,4 oktober 2025,Against,Other
Breda,04 oktober 2025 (13:08),Breda,4 oktober 2025,Against,Other
Utrecht,04 oktober 2025 (13:08),Utrecht,4 oktober 2025,Against,Other
Apeldoorn,04 oktober 2025 (13:03),Apeldoorn,4 oktober 2025,Against,Other
Rotterdam,04 oktober 2025 (13:00),Rotterdam,4 oktober 2025,Against,Other
Hoorn,04 oktober 2025 (12:58),Hoorn,4 oktober 2025,Against,Other
Enschede,04 oktober 2025 (12:58),Enschede,4 oktober 2025,Against,Other
Den Haag,04 oktober 2025 (12:57),Den Haag,4 oktober 2025,Against,Other
Leiden,04 oktober 2025 (12:57),Leiden,4 oktober 2025,Against,Other
Amsterdam,04 oktober 2025 (12:57),Amsterdam,4 oktober 2025,Against,Other
Venlo,04 oktober 2025 (12:55),Venlo,4 oktober 2025,Against,Other
Rotterdam,04 oktober 2025 (12:50),Rotterdam,4 oktober 2025,For,Other
Spaarndam,04 oktober 2025 (12:49),Spaarndam,4 oktober 2025,For,Other
Leiden ,04 oktober 2025 (12:46),Leiden,4 oktober 2025,For,Other
Zwolle,04 oktober 2025 (12:44),Zwolle,4 oktober 2025,For,Other
D,04 oktober 2025 (12:43),D,4 oktober 2025,For,Other
Wintelre,04 oktober 2025 (12:38),Wintelre,4 oktober 2025,For,Other
DenHaag,04 oktober 2025 (12:35),DenHaag,4 oktober 2025,For,Other
Amsterdam,04 oktober 2025 (12:34),Amsterdam,4 oktober 2025,For,Other
Eindhoven,04 oktober 2025 (12:31),Eindhoven,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (12:29),Amsterdam,4 oktober 2025,For,English
Hendrik Ido Ambacht ,04 oktober 2025 (12:24),Hendrik Ido Ambacht,4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (12:20),Amsterdam,4 oktober 2025,For,English
Breda,04 oktober 2025 (12:18),Breda,4 oktober 2025,For,English
Reeuwijk 2811BT,04 oktober 2025 (12:17),Reeuwijk 2811BT,4 oktober 2025,For,English
Amsterdam ,04 oktober 2025 (12:15),Amsterdam,4 oktober 2025,For,English
Hellevoetsluis,04 oktober 2025 (12:14),Hellevoetsluis,4 oktober 2025,For,English
Delden ,04 oktober 2025 (12:13),Delden,4 oktober 2025,For,English
"Leeuwarden,",04 oktober 2025 (12:08),"Leeuwarden,",4 oktober 2025,For,English
Amsterdam,04 oktober 2025 (11:30),Amsterdam,4 oktober 2025,For,English
South Holland,04 oktober 2025 (11:04),South Holland,4 oktober 2025,For,English
Doesburg,04 oktober 2025 (10:48),Doesburg,4 oktober 2025,Against,English
Amsterdam,04 oktober 2025 (10:16),Amsterdam,4 oktober 2025,Against,English
Amstelveen,03 oktober 2025 (20:23),Amstelveen,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (18:50),Amsterdam,3 oktober 2025,Against,English
Netherlands,03 oktober 2025 (17:31),Netherlands,3 oktober 2025,Against,English
Hellevoetsluis ,03 oktober 2025 (16:50),Hellevoetsluis,3 oktober 2025,Against,English
Leidschendam ,03 oktober 2025 (15:08),Leidschendam,3 oktober 2025,Against,English
Amsterdam,03 oktober 2025 (15:05),Amsterdam,3 oktober 2025,Against,English
Enkhuizen,02 oktober 2025 (20:36),Enkhuizen,2 oktober 2025,Against,English
Almere ,02 oktober 2025 (20:27),Almere,2 oktober 2025,Against,English
Spijkenisse,02 oktober 2025 (18:26),Spijkenisse,2 oktober 2025,Against,English
Hoogeveen,02 oktober 2025 (16:25),Hoogeveen,2 oktober 2025,Against,English
Utrecht,02 oktober 2025 (15:40),Utrecht,2 oktober 2025,Against,English
Amsterdam,02 oktober 2025 (15:11),Amsterdam,2 oktober 2025,Against,English
Almere,02 oktober 2025 (15:08),Almere,2 oktober 2025,Against,English
Best,01 oktober 2025 (08:00),Best,1 oktober 2025,Against,English
Leeuwarden,30 september 2025 (17:19),Leeuwarden,30 september 2025,Against,English
Utrecht,30 september 2025 (13:09),Utrecht,30 september 2025,Against,English
Leiden,06 oktober 2025 (20:02),Leiden,6 oktober 2025,Against,English
Valkenswaard,06 oktober 2025 (19:54),Valkenswaard,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (19:51),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (19:47),Amsterdam,6 oktober 2025,Against,English
De Bilt,06 oktober 2025 (19:44),De Bilt,6 oktober 2025,Against,English
Zwolle ,06 oktober 2025 (19:17),Zwolle,6 oktober 2025,Against,English
Eindhoven,06 oktober 2025 (18:38),Eindhoven,6 oktober 2025,Against,English
Almere,06 oktober 2025 (18:34),Almere,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (18:09),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (18:05),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (17:50),Amsterdam,6 oktober 2025,Against,English
Groningen,06 oktober 2025 (17:42),Groningen,6 oktober 2025,Against,English
Zwolle,06 oktober 2025 (17:42),Zwolle,6 oktober 2025,Against,English
Amsterdam ,06 oktober 2025 (17:27),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (17:26),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (17:16),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (17:11),Amsterdam,6 oktober 2025,Against,English
Amsterdam ,06 oktober 2025 (16:42),Amsterdam,6 oktober 2025,Against,English
Arnhem,06 oktober 2025 (16:29),Arnhem,6 oktober 2025,Against,English
Hengelo,06 oktober 2025 (16:23),Hengelo,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (16:12),Amsterdam,6 oktober 2025,Against,English
Hengelo,06 oktober 2025 (16:01),Hengelo,6 oktober 2025,Against,English
Alkmaar,06 oktober 2025 (15:50),Alkmaar,6 oktober 2025,For,English
Enschede,06 oktober 2025 (15:30),Enschede,6 oktober 2025,For,English
Diemen,06 oktober 2025 (15:28),Diemen,6 oktober 2025,For,English
Voorburg,06 oktober 2025 (15:17),Voorburg,6 oktober 2025,For,English
"Hoofddorp, Netherlands",06 oktober 2025 (15:12),"Hoofddorp, Netherlands",6 oktober 2025,Against,English
Utrecht,06 oktober 2025 (15:05),Utrecht,6 oktober 2025,For,English
"Arnhem, Nederland",06 oktober 2025 (14:59),"Arnhem, Nederland",6 oktober 2025,For,English
Weert,06 oktober 2025 (14:59),Weert,6 oktober 2025,For,English
Utrecht,06 oktober 2025 (14:35),Utrecht,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (14:31),Amsterdam,6 oktober 2025,For,English
Helmond,06 oktober 2025 (14:30),Helmond,6 oktober 2025,For,English
Diemen,06 oktober 2025 (14:26),Diemen,6 oktober 2025,For,English
Harderwijk ,06 oktober 2025 (14:23),Harderwijk,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (14:14),Amsterdam,6 oktober 2025,For,English
Leeuwarden,06 oktober 2025 (14:13),Leeuwarden,6 oktober 2025,For,English
Nieuw Vennep,06 oktober 2025 (14:11),Nieuw Vennep,6 oktober 2025,For,English
Amersfoort- Netherlands,06 oktober 2025 (14:01),Amersfoort- Netherlands,6 oktober 2025,For,English
Weert,06 oktober 2025 (13:52),Weert,6 oktober 2025,For,English
Gouda,06 oktober 2025 (13:41),Gouda,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (13:37),Amsterdam,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (13:34),Amsterdam,6 oktober 2025,For,English
Bovensmilde,06 oktober 2025 (13:30),Bovensmilde,6 oktober 2025,For,English
Amstelveen,06 oktober 2025 (13:28),Amstelveen,6 oktober 2025,For,English
Purmerend,06 oktober 2025 (13:25),Purmerend,6 oktober 2025,For,English
amsterdam,06 oktober 2025 (13:22),amsterdam,6 oktober 2025,For,English
Kerkrade,06 oktober 2025 (13:08),Kerkrade,6 oktober 2025,For,English
Eindhoven,06 oktober 2025 (13:07),Eindhoven,6 oktober 2025,For,English
Apeldoorn,06 oktober 2025 (13:05),Apeldoorn,6 oktober 2025,For,English
Apeldoorn,06 oktober 2025 (12:54),Apeldoorn,6 oktober 2025,For,Other
Boekel ,06 oktober 2025 (12:52),Boekel,6 oktober 2025,For,Other
Eindhoven,06 oktober 2025 (12:46),Eindhoven,6 oktober 2025,For,Other
Amsterdam,06 oktober 2025 (12:43),Amsterdam,6 oktober 2025,For,Other
Breda,06 oktober 2025 (12:42),Breda,6 oktober 2025,For,Other
Utrecht ,06 oktober 2025 (12:37),Utrecht,6 oktober 2025,For,Other
Amsterdam,06 oktober 2025 (12:30),Amsterdam,6 oktober 2025,For,Other
Rotterdam,06 oktober 2025 (12:25),Rotterdam,6 oktober 2025,For,Other
Meppel,06 oktober 2025 (12:24),Meppel,6 oktober 2025,For,Other
Sittard,06 oktober 2025 (12:16),Sittard,6 oktober 2025,For,Other
Almere,06 oktober 2025 (12:14),Almere,6 oktober 2025,For,Other
Almere,06 oktober 2025 (12:08),Almere,6 oktober 2025,For,Other
Utrecht,06 oktober 2025 (12:04),Utrecht,6 oktober 2025,Against,Other
Amsterdam,06 oktober 2025 (11:58),Amsterdam,6 oktober 2025,Against,Other
Houten,06 oktober 2025 (11:53),Houten,6 oktober 2025,Against,Other
Rotterdam,06 oktober 2025 (11:52),Rotterdam,6 oktober 2025,Against,Other
Haarlem,06 oktober 2025 (11:51),Haarlem,6 oktober 2025,Against,Other
Delft,06 oktober 2025 (11:46),Delft,6 oktober 2025,Against,Other
Den Haag,06 oktober 2025 (11:44),Den Haag,6 oktober 2025,Against,Other
Dordrecht,06 oktober 2025 (11:43),Dordrecht,6 oktober 2025,Against,Other
Groningen,06 oktober 2025 (11:41),Groningen,6 oktober 2025,Against,English
Rotterdam,06 oktober 2025 (11:40),Rotterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (11:38),Amsterdam,6 oktober 2025,Against,English
Almere,06 oktober 2025 (11:35),Almere,6 oktober 2025,Against,English
Hilversum,06 oktober 2025 (11:33),Hilversum,6 oktober 2025,Against,English
Eindhoven,06 oktober 2025 (11:28),Eindhoven,6 oktober 2025,Against,English
Eindhoven,06 oktober 2025 (11:10),Eindhoven,6 oktober 2025,Against,English
Deventer,06 oktober 2025 (11:04),Deventer,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (10:46),Amsterdam,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (10:42),Amsterdam,6 oktober 2025,Against,English
Leiden,06 oktober 2025 (10:38),Leiden,6 oktober 2025,Against,English
Arnhem,06 oktober 2025 (10:37),Arnhem,6 oktober 2025,Against,English
Helmond,06 oktober 2025 (10:35),Helmond,6 oktober 2025,For,English
Eindhoven,06 oktober 2025 (10:33),Eindhoven,6 oktober 2025,For,English
154B Derde Oosterparkstraat Amsterdam 1092ED,06 oktober 2025 (10:32),154B Derde Oosterparkstraat Amsterdam 1092ED,6 oktober 2025,For,English
Arnhem,06 oktober 2025 (10:28),Arnhem,6 oktober 2025,For,English
Leiden,06 oktober 2025 (10:23),Leiden,6 oktober 2025,For,English
Rotterdam,06 oktober 2025 (10:12),Rotterdam,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (10:11),Amsterdam,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (10:07),Amsterdam,6 oktober 2025,For,English
Roermond,06 oktober 2025 (10:06),Roermond,6 oktober 2025,For,English
Amsterdam,06 oktober 2025 (09:59),Amsterdam,6 oktober 2025,For,English
Amstelveen ,06 oktober 2025 (09:50),Amstelveen,6 oktober 2025,For,English
Almere,06 oktober 2025 (09:45),Almere,6 oktober 2025,For,English
Almere,06 oktober 2025 (09:40),Almere,6 oktober 2025,For,English
Noorden,06 oktober 2025 (09:36),Noorden,6 oktober 2025,For,English
Groningen ,06 oktober 2025 (09:33),Groningen,6 oktober 2025,For,English
Friesland,06 oktober 2025 (09:30),Friesland,6 oktober 2025,For,English
Arnhem,06 oktober 2025 (09:27),Arnhem,6 oktober 2025,For,English
Amersfoort,06 oktober 2025 (09:27),Amersfoort,6 oktober 2025,For,English
Leiden,06 oktober 2025 (09:23),Leiden,6 oktober 2025,For,English
Helmond.,06 oktober 2025 (09:14),Helmond.,6 oktober 2025,For,English
Leeuwarden,06 oktober 2025 (09:13),Leeuwarden,6 oktober 2025,Against,English
Den Haag,06 oktober 2025 (09:11),Den Haag,6 oktober 2025,Against,English
Amsterdam ,06 oktober 2025 (08:59),Amsterdam,6 oktober 2025,Against,English
Helmond,06 oktober 2025 (08:51),Helmond,6 oktober 2025,Against,English
Staphorst,06 oktober 2025 (08:42),Staphorst,6 oktober 2025,Against,English
Helmond.,06 oktober 2025 (08:39),Helmond.,6 oktober 2025,Against,English
Amsterdam,06 oktober 2025 (08:35),Amsterdam,6 oktober 2025,Against,English
AMSTERDAM,06 oktober 2025 (08:34),AMSTERDAM,6 oktober 2025,Against,English
Utrecht,06 oktober 2025 (08:20),Utrecht,6 oktober 2025,Against,Other
Veghel,06 oktober 2025 (07:50),Veghel,6 oktober 2025,Against,Other
"Utrecht , The Netherlands",06 oktober 2025 (07:45),"Utrecht , The Netherlands",6 oktober 2025,Against,Other
"Utrecht , The Netherlands",06 oktober 2025 (07:42),"Utrecht , The Netherlands",6 oktober 2025,Against,Other
Anoniem,06 oktober 2025 (02:29),Anoniem,6 oktober 2025,Against,Other
Gouda,06 oktober 2025 (01:47),Gouda,6 oktober 2025,Against,Other
Almelo,06 oktober 2025 (00:33),Almelo,6 oktober 2025,Against,Other
Almelo,06 oktober 2025 (00:28),Almelo,6 oktober 2025,Against,Other
Leeuwarden,06 oktober 2025 (00:17),Leeuwarden,6 oktober 2025,Against,Other
amsterdam,05 oktober 2025 (23:43),amsterdam,5 oktober 2025,Against,Other
Rotterdam,05 oktober 2025 (23:21),Rotterdam,5 oktober 2025,Against,Other
Maastricht ,05 oktober 2025 (23:20),Maastricht,5 oktober 2025,Against,Other
Bergschenhoek ,05 oktober 2025 (23:19),Bergschenhoek,5 oktober 2025,For,Other
Amsterdam ,05 oktober 2025 (23:18),Amsterdam,5 oktober 2025,For,Other
Rotterdam,05 oktober 2025 (23:14),Rotterdam,5 oktober 2025,For,Other
Verenigde Staten,05 oktober 2025 (23:12),Verenigde Staten,5 oktober 2025,For,Other
Amsterdam,05 oktober 2025 (23:02),Amsterdam,5 oktober 2025,For,Other
Eindhoven,05 oktober 2025 (22:53),Eindhoven,5 oktober 2025,For,Other
Eindhoven,05 oktober 2025 (22:52),Eindhoven,5 oktober 2025,For,Other
Amsterdam,05 oktober 2025 (22:40),Amsterdam,5 oktober 2025,For,Other
"Roosendaal, """,05 oktober 2025 (22:23),"Roosendaal, """,5 oktober 2025,For,English
Deventer,05 oktober 2025 (22:21),Deventer,5 oktober 2025,For,English
Netherlands,05 oktober 2025 (22:17),Netherlands,5 oktober 2025,For,English
Spijkenisse,05 oktober 2025 (22:09),Spijkenisse,5 oktober 2025,For,English
Nijverdal,05 oktober 2025 (22:01),Nijverdal,5 oktober 2025,Against,English
Delft,05 oktober 2025 (21:59),Delft,5 oktober 2025,For,English
Den Haag,05 oktober 2025 (21:39),Den Haag,5 oktober 2025,For,English
Amsterdam,05 oktober 2025 (21:38),Amsterdam,5 oktober 2025,For,English
Rotterdam ,05 oktober 2025 (21:37),Rotterdam,5 oktober 2025,For,English
Almere ,05 oktober 2025 (21:32),Almere,5 oktober 2025,For,English
Arnhem.,05 oktober 2025 (21:30),Arnhem.,5 oktober 2025,For,English
Eindhoven,05 oktober 2025 (21:20),Eindhoven,5 oktober 2025,For,English
Eindhoven,05 oktober 2025 (21:14),Eindhoven,5 oktober 2025,For,English
Amsterdam,05 oktober 2025 (21:13),Amsterdam,5 oktober 2025,For,English
Eindhoven,05 oktober 2025 (21:10),Eindhoven,5 oktober 2025,For,English
Maastricht ,05 oktober 2025 (20:55),Maastricht,5 oktober 2025,For,English
Baarn ,05 oktober 2025 (20:13),Baarn,5 oktober 2025,For,English
Amsterdam,05 oktober 2025 (19:45),Amsterdam,5 oktober 2025,For,English
Amsterdam,05 oktober 2025 (19:36),Amsterdam,5 oktober 2025,For,English
Tilburg ,05 oktober 2025 (19:34),Tilburg,5 oktober 2025,For,English
Oss,05 oktober 2025 (19:15),Oss,5 oktober 2025,For,Other
Feanwalden,05 oktober 2025 (19:13),Feanwalden,5 oktober 2025,For,Other
Amsterdam,05 oktober 2025 (19:12),Amsterdam,5 oktober 2025,For,Other
Utrecht,05 oktober 2025 (19:04),Utrecht,5 oktober 2025,For,Other
Eindhoven,05 oktober 2025 (18:55),Eindhoven,5 oktober 2025,For,Other
Beuningen,05 oktober 2025 (18:53),Beuningen,5 oktober 2025,For,Other
Beuningen,05 oktober 2025 (18:52),Beuningen,5 oktober 2025,For,Other
Gorinchem ,05 oktober 2025 (18:51),Gorinchem,5 oktober 2025,For,Other
Breda,05 oktober 2025 (18:49),Breda,5 oktober 2025,For,Other
Amsterdam,05 oktober 2025 (18:35),Amsterdam,5 oktober 2025,For,Other
Eindhoven,05 oktober 2025 (18:33),Eindhoven,5 oktober 2025,For,Other
Vlissingen,05 oktober 2025 (17:06),Vlissingen,5 oktober 2025,For,Other
Amsterdam,05 oktober 2025 (14:43),Amsterdam,5 oktober 2025,For,Other
Hulst,05 oktober 2025 (11:19),Hulst,5 oktober 2025,For,Other
Diemen ,05 oktober 2025 (07:37),Diemen,5 oktober 2025,For,Other
Rotterdam,04 oktober 2025 (17:08),Rotterdam,4 oktober 2025,For,Other
Amstelveen,04 oktober 2025 (13:25),Amstelveen,4 oktober 2025,For,Other
Amsterdam ,04 oktober 2025 (12:39),Amsterdam,4 oktober 2025,For,Other
Eindoven,04 oktober 2025 (11:39),Eindoven,4 oktober 2025,For,Other
AMSTERDAM,04 oktober 2025 (11:38),AMSTERDAM,4 oktober 2025,For,Other
Best,04 oktober 2025 (09:33),Best,4 oktober 2025,For,Other
CAPELLE AAN DEN IJSSEL,03 oktober 2025 (22:22),CAPELLE AAN DEN IJSSEL,3 oktober 2025,For,Other
Apeldoorn ,03 oktober 2025 (17:37),Apeldoorn,3 oktober 2025,For,Other
Vlaardingen ,03 oktober 2025 (15:07),Vlaardingen,3 oktober 2025,For,Other
Amsterdam,03 oktober 2025 (11:24),Amsterdam,3 oktober 2025,Against,Other
Amsterdam ,03 oktober 2025 (10:24),Amsterdam,3 oktober 2025,For,Other
Weesp,02 oktober 2025 (21:31),Weesp,2 oktober 2025,For,Other
Den Haag,02 oktober 2025 (00:19),Den Haag,2 oktober 2025,For,Other
Amsterdam,01 oktober 2025 (12:39),Amsterdam,1 oktober 2025,Against,Other
Almere,30 september 2025 (22:06),Almere,30 september 2025,For,Other
Eindhoven,30 september 2025 (21:49),Eindhoven,30 september 2025,For,Other
AMERSFOORT,30 september 2025 (21:11),AMERSFOORT,30 september 2025,For,Other
Curaçao ,08 oktober 2025 (18:56),Curaçao,8 oktober 2025,Against,Other
Nieuwegein,08 oktober 2025 (17:59),Nieuwegein,8 oktober 2025,Against,Other
Amsterda,08 oktober 2025 (17:45),Amsterda,8 oktober 2025,Against,Other
Delfgauw,08 oktober 2025 (17:03),Delfgauw,8 oktober 2025,Against,Other
Den Haag,08 oktober 2025 (16:59),Den Haag,8 oktober 2025,Against,Other
Den Helder,08 oktober 2025 (16:58),Den Helder,8 oktober 2025,Against,Other
Almere,08 oktober 2025 (16:51),Almere,8 oktober 2025,Against,Other
Hengelo,08 oktober 2025 (16:48),Hengelo,8 oktober 2025,Against,Other
Almere ,08 oktober 2025 (16:27),Almere,8 oktober 2025,Against,Other
Amsterdam ,08 oktober 2025 (15:52),Amsterdam,8 oktober 2025,Against,Other
Almere,08 oktober 2025 (15:50),Almere,8 oktober 2025,Against,Other
Utrecht,08 oktober 2025 (15:49),Utrecht,8 oktober 2025,Against,Other
Hilversum,08 oktober 2025 (15:09),Hilversum,8 oktober 2025,Against,Other
Rotterdam,08 oktober 2025 (14:49),Rotterdam,8 oktober 2025,Against,Other
Amsterdam,08 oktober 2025 (14:35),Amsterdam,8 oktober 2025,Against,Other
Haarlem,08 oktober 2025 (14:30),Haarlem,8 oktober 2025,Against,Other
Zaandam,08 oktober 2025 (14:25),Zaandam,8 oktober 2025,Against,Other
Rotterdam,08 oktober 2025 (14:06),Rotterdam,8 oktober 2025,Against,Other
